"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"455834757","45583475701","P2016101900000009","106189","1","1","P2016101900000009-0246"
"455834757","45583475701","P2016101900000009","109575","1","1","P2016101900000009-0349"
"455834757","45583475701","P2016101900000009","104483","1","1","P2016101900000009-0392"
"455834757","45583475701","P2016101900000009","110375","1","1","P2016101900000009-0110"
"455834757","45583475701","P2016101900000009","116359","1","1","P2016101900000009-0344"
"455834757","45583475701","P2016101900000009","114335","1","1","P2016101900000009-0469"
"455834757","45583475701","P2016101900000009","112955","1","1","P2016101900000009-0381"
"455834757","45583475701","P2016101900000009","102569","1","1","P2016101900000009-0305"
"455834757","45583475701","P2016101900000009","109571","1","1","P2016101900000009-0206"
"455834757","45583475701","P2016101900000009","114369","1","1","P2016101900000009-0153"
"455834757","45583475701","P2016101900000009","104179","1","1","P2016101900000009-0406"
"455834757","45583475701","P2016101900000009","100031","1","1","P2016101900000009-0394"
"455834757","45583475701","P2016101900000009","104533","1","1","P2016101900000009-0213"
"455834757","45583475701","P2016101900000009","113119","1","1","P2016101900000009-0416"
"455834757","45583475701","P2016101900000009","115533","1","1","P2016101900000009-0237"
"455834757","45583475701","P2016101900000009","106321","1","1","P2016101900000009-0004"
"455834757","45583475701","P2016101900000009","108515","1","1","P2016101900000009-0061"
"455834757","45583475701","P2016101900000009","105005","1","1","P2016101900000009-0033"
"455834757","45583475701","P2016101900000009","116323","1","1","P2016101900000009-0313"
"455834757","45583475701","P2016101900000009","116123","1","1","P2016101900000009-0292"
"455834757","45583475701","P2016101900000009","108527","1","1","P2016101900000009-0426"
"455834757","45583475701","P2016101900000009","100977","1","1","P2016101900000009-0347"
"455834757","45583475701","P2016101900000009","101095","1","1","P2016101900000009-0205"
"455834757","45583475701","P2016101900000009","100963","1","1","P2016101900000009-0222"
"455834757","45583475701","P2016101900000009","102565","1","1","P2016101900000009-0387"
"455834757","45583475701","P2016101900000009","115387","1","1","P2016101900000009-0444"
"455834757","45583475701","P2016101900000009","101123","1","1","P2016101900000009-0165"
"455834757","45583475701","P2016101900000009","102553","1","1","P2016101900000009-0083"
"455834757","45583475701","P2016101900000009","116295","1","1","P2016101900000009-0364"
"455834757","45583475701","P2016101900000009","105923","1","1","P2016101900000009-0102"
"455834757","45583475701","P2016101900000009","106133","1","1","P2016101900000009-0170"
"455834757","45583475701","P2016101900000009","101327","1","1","P2016101900000009-0058"
"455834757","45583475701","P2016101900000009","113243","1","1","P2016101900000009-0172"
"455834757","45583475701","P2016101900000009","109405","1","1","P2016101900000009-0312"
"455834757","45583475701","P2016101900000009","111781","1","1","P2016101900000009-0455"
"455834757","45583475701","P2016101900000009","105371","1","1","P2016101900000009-0442"
"455834757","45583475701","P2016101900000009","102567","1","1","P2016101900000009-0329"
"455834757","45583475701","P2016101900000009","117941","1","1","P2016101900000009-0336"
"455834757","45583475701","P2016101900000009","113219","1","1","P2016101900000009-0190"
"455834757","45583475701","P2016101900000009","104481","1","1","P2016101900000009-0340"
"455834757","45583475701","P2016101900000009","108519","1","1","P2016101900000009-0247"
"455834757","45583475701","P2016101900000009","111483","1","1","P2016101900000009-0352"
"455834757","45583475701","P2016101900000009","111125","1","1","P2016101900000009-0434"
"455834757","45583475701","P2016101900000009","101209","1","1","P2016101900000009-0254"
"455834757","45583475701","P2016101900000009","114321","1","1","P2016101900000009-0309"
"455834757","45583475701","P2016101900000009","117449","1","1","P2016101900000009-0412"
"455834757","45583475701","P2016101900000009","113127","1","1","P2016101900000009-0226"
"455834757","45583475701","P2016101900000009","115359","1","1","P2016101900000009-0249"
"455834757","45583475701","P2016101900000009","106081","1","1","P2016101900000009-0034"
"455834757","45583475701","P2016101900000009","105015","1","1","P2016101900000009-0211"
"455834757","45583475701","P2016101900000009","113773","1","1","P2016101900000009-0133"
"455834757","45583475701","P2016101900000009","116787","1","1","P2016101900000009-0112"
"455834757","45583475701","P2016101900000009","115379","1","1","P2016101900000009-0031"
"455834757","45583475701","P2016101900000009","110199","1","1","P2016101900000009-0063"
"455834757","45583475701","P2016101900000009","116315","1","1","P2016101900000009-0291"
"455834757","45583475701","P2016101900000009","105329","1","1","P2016101900000009-0383"
"455834757","45583475701","P2016101900000009","108551","1","1","P2016101900000009-0253"
"455834757","45583475701","P2016101900000009","108549","1","1","P2016101900000009-0496"
"455834757","45583475701","P2016101900000009","116341","1","1","P2016101900000009-0087"
"455834757","45583475701","P2016101900000009","103423","1","1","P2016101900000009-0358"
"455834757","45583475701","P2016101900000009","117823","1","1","P2016101900000009-0003"
"455834757","45583475701","P2016101900000009","107253","1","1","P2016101900000009-0451"
"455834757","45583475701","P2016101900000009","104207","1","1","P2016101900000009-0428"
"455834757","45583475701","P2016101900000009","109567","1","1","P2016101900000009-0475"
"455834757","45583475701","P2016101900000009","104545","1","1","P2016101900000009-0065"
"455834757","45583475701","P2016101900000009","109537","1","1","P2016101900000009-0236"
"455834757","45583475701","P2016101900000009","112959","1","1","P2016101900000009-0191"
"455834757","45583475701","P2016101900000009","114067","1","1","P2016101900000009-0091"
"455834757","45583475701","P2016101900000009","105335","1","1","P2016101900000009-0401"
"455834757","45583475701","P2016101900000009","108557","1","1","P2016101900000009-0022"
"455834757","45583475701","P2016101900000009","101101","1","1","P2016101900000009-0354"
"455834757","45583475701","P2016101900000009","108531","1","1","P2016101900000009-0306"
"455834757","45583475701","P2016101900000009","100021","1","1","P2016101900000009-0391"
"455834757","45583475701","P2016101900000009","107237","1","1","P2016101900000009-0341"
"455834757","45583475701","P2016101900000009","111103","1","1","P2016101900000009-0281"
"455834757","45583475701","P2016101900000009","108487","1","1","P2016101900000009-0260"
"455834757","45583475701","P2016101900000009","115891","1","1","P2016101900000009-0146"
"455834757","45583475701","P2016101900000009","105607","1","1","P2016101900000009-0356"
"455834757","45583475701","P2016101900000009","114965","1","1","P2016101900000009-0241"
"455834757","45583475701","P2016101900000009","106247","1","1","P2016101900000009-0210"
"455834757","45583475701","P2016101900000009","106207","1","1","P2016101900000009-0193"
"455834757","45583475701","P2016101900000009","100965","1","1","P2016101900000009-0248"
"455834757","45583475701","P2016101900000009","106325","1","1","P2016101900000009-0261"
"455834757","45583475701","P2016101900000009","114967","1","1","P2016101900000009-0045"
"455834757","45583475701","P2016101900000009","109451","1","1","P2016101900000009-0182"
"455834757","45583475701","P2016101900000009","106171","1","1","P2016101900000009-0339"
"455834757","45583475701","P2016101900000009","112693","1","1","P2016101900000009-0008"
"455834757","45583475701","P2016101900000009","109455","1","1","P2016101900000009-0288"
"455834757","45583475701","P2016101900000009","109459","1","1","P2016101900000009-0468"
"455834757","45583475701","P2016101900000009","108511","1","1","P2016101900000009-0174"
"455834757","45583475701","P2016101900000009","105943","1","1","P2016101900000009-0425"
"455834757","45583475701","P2016101900000009","109921","1","1","P2016101900000009-0071"
"455834757","45583475701","P2016101900000009","109433","1","1","P2016101900000009-0494"
"455834757","45583475701","P2016101900000009","100961","1","1","P2016101900000009-0338"
"455834757","45583475701","P2016101900000009","108153","1","1","P2016101900000009-0415"
"455834757","45583475701","P2016101900000009","114323","1","1","P2016101900000009-0212"
"455834757","45583475701","P2016101900000009","108187","1","1","P2016101900000009-0379"
"455834757","45583475701","P2016101900000009","109443","1","1","P2016101900000009-0230"
"455834757","45583475701","P2016101900000009","107289","1","1","P2016101900000009-0243"
"455834757","45583475701","P2016101900000009","113781","1","1","P2016101900000009-0118"
"455834757","45583475701","P2016101900000009","101525","1","1","P2016101900000009-0171"
"455834757","45583475701","P2016101900000009","115339","1","1","P2016101900000009-0169"
"455834757","45583475701","P2016101900000009","100953","1","1","P2016101900000009-0433"
"455834757","45583475701","P2016101900000009","103427","1","1","P2016101900000009-0136"
"455834757","45583475701","P2016101900000009","101441","1","1","P2016101900000009-0138"
"455834757","45583475701","P2016101900000009","105365","1","1","P2016101900000009-0221"
"455834757","45583475701","P2016101900000009","100054","1","1","P2016101900000009-0284"
"455834757","45583475701","P2016101900000009","101477","1","1","P2016101900000009-0038"
"455834757","45583475701","P2016101900000009","114365","1","1","P2016101900000009-0493"
"455834757","45583475701","P2016101900000009","104527","1","1","P2016101900000009-0466"
"455834757","45583475701","P2016101900000009","112699","1","1","P2016101900000009-0320"
"455834757","45583475701","P2016101900000009","108229","1","1","P2016101900000009-0333"
"455834757","45583475701","P2016101900000009","101257","1","1","P2016101900000009-0324"
"455834757","45583475701","P2016101900000009","112957","1","1","P2016101900000009-0184"
"455834757","45583475701","P2016101900000009","111039","1","1","P2016101900000009-0179"
"455834757","45583475701","P2016101900000009","114165","1","1","P2016101900000009-0196"
"455834757","45583475701","P2016101900000009","109569","1","1","P2016101900000009-0283"
"455834757","45583475701","P2016101900000009","103901","1","1","P2016101900000009-0389"
"455834757","45583475701","P2016101900000009","100883","1","1","P2016101900000009-0059"
"455834757","45583475701","P2016101900000009","102613","1","1","P2016101900000009-0238"
"455834757","45583475701","P2016101900000009","104517","1","1","P2016101900000009-0050"
"455834757","45583475701","P2016101900000009","111041","1","1","P2016101900000009-0020"
"455834757","45583475701","P2016101900000009","100987","1","1","P2016101900000009-0405"
"455834757","45583475701","P2016101900000009","100008","1","1","P2016101900000009-0016"
